3	2	2	5	8
3	2	2	10	8
3	2	2	15	8
3	2	2	20	8
3	2	2.5	5	8
3	2	2.5	10	8
3	2	2.5	15	8
3	2	2.5	20	8
3	2	3	5	8
3	2	3	10	8
3	2	3	15	8
3	2	3	20	8
3	2	3.5	5	8
3	2	3.5	10	8
3	2	3.5	15	8
3	2	3.5	20	8
3	2	4	5	8
3	2	4	10	8
3	2	4	15	8
3	2	4	20	8
3	2	4.5	5	8
3	2	4.5	10	8
3	2	4.5	15	8
3	2	4.5	20	8
3	2	5	5	3
3	2	5	10	3
3	2	5	15	3
3	2	5	20	3
3	2	5.5	5	0
3	2	5.5	10	0
3	2	5.5	15	0
3	2	5.5	20	0
3	2	6	5	0
3	2	6	10	0
3	2	6	15	0
3	2	6	20	0
3	2	6.5	5	0
3	2	6.5	10	0
3	2	6.5	15	0
3	2	6.5	20	0
3	3	2	5	8
3	3	2	10	8
3	3	2	15	8
3	3	2	20	8
3	3	2.5	5	8
3	3	2.5	10	8
3	3	2.5	15	8
3	3	2.5	20	8
3	3	3	5	8
3	3	3	10	8
3	3	3	15	8
3	3	3	20	8
3	3	3.5	5	8
3	3	3.5	10	8
3	3	3.5	15	8
3	3	3.5	20	8
3	3	4	5	3
3	3	4	10	3
3	3	4	15	3
3	3	4	20	3
3	3	4.5	5	0
3	3	4.5	10	0
3	3	4.5	15	0
3	3	4.5	20	0
3	3	5	5	0
3	3	5	10	0
3	3	5	15	0
3	3	5	20	0
3	3	5.5	5	0
3	3	5.5	10	0
3	3	5.5	15	0
3	3	5.5	20	0
3	3	6	5	0
3	3	6	10	0
3	3	6	15	0
3	3	6	20	0
3	3	6.5	5	0
3	3	6.5	10	0
3	3	6.5	15	0
3	3	6.5	20	0
3	4	2	5	8
3	4	2	10	8
3	4	2	15	8
3	4	2	20	8
3	4	2.5	5	8
3	4	2.5	10	8
3	4	2.5	15	8
3	4	2.5	20	8
3	4	3	5	8
3	4	3	10	8
3	4	3	15	8
3	4	3	20	8
3	4	3.5	5	4
3	4	3.5	10	4
3	4	3.5	15	4
3	4	3.5	20	4
3	4	4	5	0
3	4	4	10	0
3	4	4	15	0
3	4	4	20	0
3	4	4.5	5	0
3	4	4.5	10	0
3	4	4.5	15	0
3	4	4.5	20	0
3	4	5	5	0
3	4	5	10	0
3	4	5	15	0
3	4	5	20	0
3	4	5.5	5	0
3	4	5.5	10	0
3	4	5.5	15	0
3	4	5.5	20	0
3	4	6	5	0
3	4	6	10	0
3	4	6	15	0
3	4	6	20	0
3	4	6.5	5	0
3	4	6.5	10	0
3	4	6.5	15	0
3	4	6.5	20	0
3	5	2	5	8
3	5	2	10	8
3	5	2	15	8
3	5	2	20	8
3	5	2.5	5	8
3	5	2.5	10	8
3	5	2.5	15	8
3	5	2.5	20	8
3	5	3	5	5
3	5	3	10	7
3	5	3	15	7
3	5	3	20	7
3	5	3.5	5	0
3	5	3.5	10	0
3	5	3.5	15	0
3	5	3.5	20	0
3	5	4	5	0
3	5	4	10	0
3	5	4	15	0
3	5	4	20	0
3	5	4.5	5	0
3	5	4.5	10	0
3	5	4.5	15	0
3	5	4.5	20	0
3	5	5	5	0
3	5	5	10	0
3	5	5	15	0
3	5	5	20	0
3	5	5.5	5	0
3	5	5.5	10	0
3	5	5.5	15	0
3	5	5.5	20	0
3	5	6	5	0
3	5	6	10	0
3	5	6	15	0
3	5	6	20	0
3	5	6.5	5	0
3	5	6.5	10	0
3	5	6.5	15	0
3	5	6.5	20	0
3	6	2	5	8
3	6	2	10	8
3	6	2	15	8
3	6	2	20	8
3	6	2.5	5	8
3	6	2.5	10	8
3	6	2.5	15	8
3	6	2.5	20	8
3	6	3	5	0
3	6	3	10	1
3	6	3	15	1
3	6	3	20	2
3	6	3.5	5	0
3	6	3.5	10	0
3	6	3.5	15	0
3	6	3.5	20	0
3	6	4	5	0
3	6	4	10	0
3	6	4	15	0
3	6	4	20	0
3	6	4.5	5	0
3	6	4.5	10	0
3	6	4.5	15	0
3	6	4.5	20	0
3	6	5	5	0
3	6	5	10	0
3	6	5	15	0
3	6	5	20	0
3	6	5.5	5	0
3	6	5.5	10	0
3	6	5.5	15	0
3	6	5.5	20	0
3	6	6	5	0
3	6	6	10	0
3	6	6	15	0
3	6	6	20	0
3	6	6.5	5	0
3	6	6.5	10	0
3	6	6.5	15	0
3	6	6.5	20	0
3	7	2	5	8
3	7	2	10	8
3	7	2	15	8
3	7	2	20	8
3	7	2.5	5	4
3	7	2.5	10	4
3	7	2.5	15	7
3	7	2.5	20	7
3	7	3	5	0
3	7	3	10	1
3	7	3	15	1
3	7	3	20	2
3	7	3.5	5	0
3	7	3.5	10	0
3	7	3.5	15	0
3	7	3.5	20	0
3	7	4	5	0
3	7	4	10	0
3	7	4	15	0
3	7	4	20	0
3	7	4.5	5	0
3	7	4.5	10	0
3	7	4.5	15	0
3	7	4.5	20	0
3	7	5	5	0
3	7	5	10	0
3	7	5	15	0
3	7	5	20	0
3	7	5.5	5	0
3	7	5.5	10	0
3	7	5.5	15	0
3	7	5.5	20	0
3	7	6	5	0
3	7	6	10	0
3	7	6	15	0
3	7	6	20	0
3	7	6.5	5	0
3	7	6.5	10	0
3	7	6.5	15	0
3	7	6.5	20	0
3	8	2	5	8
3	8	2	10	8
3	8	2	15	8
3	8	2	20	8
3	8	2.5	5	2
3	8	2.5	10	2
3	8	2.5	15	4
3	8	2.5	20	6
3	8	3	5	0
3	8	3	10	1
3	8	3	15	1
3	8	3	20	2
3	8	3.5	5	0
3	8	3.5	10	0
3	8	3.5	15	0
3	8	3.5	20	0
3	8	4	5	0
3	8	4	10	0
3	8	4	15	0
3	8	4	20	0
3	8	4.5	5	0
3	8	4.5	10	0
3	8	4.5	15	0
3	8	4.5	20	0
3	8	5	5	0
3	8	5	10	0
3	8	5	15	0
3	8	5	20	0
3	8	5.5	5	0
3	8	5.5	10	0
3	8	5.5	15	0
3	8	5.5	20	0
3	8	6	5	0
3	8	6	10	0
3	8	6	15	0
