32826  0  0  0  0
32685  0  0  0  1
32675  0  0  0  2
32648  0  0  0  3
32943  0  0  0  4
32394  0  0  0  5
32649  0  0  0  6
33128  0  0  0  7
32566  0  0  1  0
32736  0  0  1  1
32838  0  0  1  2
32692  0  0  1  3
32716  0  0  1  4
32576  0  0  1  5
32706  0  0  1  6
32840  0  0  1  7
32874  0  0  2  0
32677  0  0  2  1
32969  0  0  2  2
32816  0  0  2  3
32848  0  0  2  4
32681  0  0  2  5
32851  0  0  2  6
32567  0  0  2  7
32576  0  0  3  0
32884  0  0  3  1
32865  0  0  3  2
32781  0  0  3  3
32758  0  0  3  4
32713  0  0  3  5
32600  0  0  3  6
32824  0  0  3  7
32896  0  0  4  0
32762  0  0  4  1
32750  0  0  4  2
32658  0  0  4  3
32803  0  0  4  4
32910  0  0  4  5
33036  0  0  4  6
33087  0  0  4  7
32902  0  0  5  0
32891  0  0  5  1
32764  0  0  5  2
32641  0  0  5  3
32867  0  0  5  4
33134  0  0  5  5
32725  0  0  5  6
32603  0  0  5  7
32743  0  0  6  0
33001  0  0  6  1
33151  0  0  6  2
32929  0  0  6  3
32761  0  0  6  4
32855  0  0  6  5
32656  0  0  6  6
32775  0  0  6  7
32889  0  0  7  0
32615  0  0  7  1
32787  0  0  7  2
32847  0  0  7  3
32754  0  0  7  4
32644  0  0  7  5
32850  0  0  7  6
32805  0  0  7  7
32814  0  1  0  0
32803  0  1  0  1
33024  0  1  0  2
32708  0  1  0  3
32769  0  1  0  4
32648  0  1  0  5
32897  0  1  0  6
32655  0  1  0  7
33022  0  1  1  0
32855  0  1  1  1
32712  0  1  1  2
32730  0  1  1  3
33014  0  1  1  4
32932  0  1  1  5
32812  0  1  1  6
32649  0  1  1  7
32783  0  1  2  0
32869  0  1  2  1
32745  0  1  2  2
32630  0  1  2  3
32904  0  1  2  4
32481  0  1  2  5
32705  0  1  2  6
32609  0  1  2  7
32994  0  1  3  0
32855  0  1  3  1
32749  0  1  3  2
32785  0  1  3  3
32457  0  1  3  4
32700  0  1  3  5
32345  0  1  3  6
32514  0  1  3  7
32588  0  1  4  0
32630  0  1  4  1
32935  0  1  4  2
32654  0  1  4  3
32648  0  1  4  4
32764  0  1  4  5
32756  0  1  4  6
32899  0  1  4  7
33133  0  1  5  0
33099  0  1  5  1
32704  0  1  5  2
32795  0  1  5  3
32702  0  1  5  4
32545  0  1  5  5
32801  0  1  5  6
32991  0  1  5  7
32824  0  1  6  0
32928  0  1  6  1
32514  0  1  6  2
32367  0  1  6  3
33127  0  1  6  4
33039  0  1  6  5
32556  0  1  6  6
32838  0  1  6  7
32753  0  1  7  0
32702  0  1  7  1
33164  0  1  7  2
33087  0  1  7  3
33169  0  1  7  4
32661  0  1  7  5
32868  0  1  7  6
32504  0  1  7  7
32920  0  2  0  0
32717  0  2  0  1
32804  0  2  0  2
32795  0  2  0  3
32768  0  2  0  4
33034  0  2  0  5
33107  0  2  0  6
32729  0  2  0  7
32977  0  2  1  0
33000  0  2  1  1
32833  0  2  1  2
33001  0  2  1  3
33048  0  2  1  4
32840  0  2  1  5
32852  0  2  1  6
32655  0  2  1  7
32765  0  2  2  0
32446  0  2  2  1
32780  0  2  2  2
32892  0  2  2  3
32720  0  2  2  4
33017  0  2  2  5
33028  0  2  2  6
32808  0  2  2  7
32613  0  2  3  0
33039  0  2  3  1
32521  0  2  3  2
33098  0  2  3  3
32954  0  2  3  4
32518  0  2  3  5
32775  0  2  3  6
32583  0  2  3  7
32998  0  2  4  0
32588  0  2  4  1
32945  0  2  4  2
32423  0  2  4  3
32891  0  2  4  4
33059  0  2  4  5
33173  0  2  4  6
32759  0  2  4  7
32740  0  2  5  0
32825  0  2  5  1
32694  0  2  5  2
32607  0  2  5  3
32677  0  2  5  4
33195  0  2  5  5
32514  0  2  5  6
32588  0  2  5  7
32738  0  2  6  0
32785  0  2  6  1
32729  0  2  6  2
32919  0  2  6  3
32904  0  2  6  4
32793  0  2  6  5
33078  0  2  6  6
32624  0  2  6  7
32731  0  2  7  0
32627  0  2  7  1
32987  0  2  7  2
32524  0  2  7  3
32511  0  2  7  4
32969  0  2  7  5
32846  0  2  7  6
32736  0  2  7  7
32985  0  3  0  0
32699  0  3  0  1
33117  0  3  0  2
32753  0  3  0  3
32727  0  3  0  4
32905  0  3  0  5
32608  0  3  0  6
32983  0  3  0  7
32821  0  3  1  0
32611  0  3  1  1
32856  0  3  1  2
32967  0  3  1  3
32412  0  3  1  4
32872  0  3  1  5
32839  0  3  1  6
32578  0  3  1  7
32555  0  3  2  0
32631  0  3  2  1
32899  0  3  2  2
32489  0  3  2  3
32607  0  3  2  4
32754  0  3  2  5
33091  0  3  2  6
33068  0  3  2  7
32619  0  3  3  0
32585  0  3  3  1
32941  0  3  3  2
32530  0  3  3  3
32552  0  3  3  4
32773  0  3  3  5
33137  0  3  3  6
32797  0  3  3  7
32817  0  3  4  0
32696  0  3  4  1
33118  0  3  4  2
32643  0  3  4  3
32952  0  3  4  4
32465  0  3  4  5
32462  0  3  4  6
32442  0  3  4  7
32717  0  3  5  0
32919  0  3  5  1
32380  0  3  5  2
32411  0  3  5  3
33145  0  3  5  4
32664  0  3  5  5
32691  0  3  5  6
32896  0  3  5  7
32789  0  3  6  0
32665  0  3  6  1
32537  0  3  6  2
32985  0  3  6  3
32769  0  3  6  4
32688  0  3  6  5
33182  0  3  6  6
32967  0  3  6  7
32804  0  3  7  0
32642  0  3  7  1
32717  0  3  7  2
33226  0  3  7  3
32527  0  3  7  4
32802  0  3  7  5
32741  0  3  7  6
33130  0  3  7  7
32586  0  4  0  0
32857  0  4  0  1
32964  0  4  0  2
32920  0  4  0  3
33094  0  4  0  4
32663  0  4  0  5
32519  0  4  0  6
32631  0  4  0  7
32544  0  4  1  0
33082  0  4  1  1
32860  0  4  1  2
32970  0  4  1  3
32264  0  4  1  4
32800  0  4  1  5
32826  0  4  1  6
32540  0  4  1  7
33046  0  4  2  0
32483  0  4  2  1
32961  0  4  2  2
32685  0  4  2  3
32627  0  4  2  4
32810  0  4  2  5
33122  0  4  2  6
